index,id,title_len,type,description ,release_year,runtime,imdb_score,theme,actor,movies_shows_by_year 
4171,917999,40,Movie,"Former ""Saturday Night Live"" star Rob Schneider returns to the stage and shares his take on life, love and dinosaur dreams in this stand-up special. Ending with a surprise duet performance with his daughter, singer-songwriter Elle King, Rob talks about potty training his young daughters and his own pig potential.",2020,44,5.5,Drama,Rob Schneider,437
4172,461532,19,Movie,"Kill Me Darling is the story of a couple who decide to kill each other. Okan and Demet are married couple for 5 years. However, despite their years together, their relationship is not very good. The love of the two started like a fairy tale, continued with great excitement and reached a happy end. However, as their lives began to become ordinary after marriage, that sense of excitement within the couple began to die. At the end of 5 years, they become overwhelmed by each other. Even though they want different lives, the young couple, who cannot express it and start to become nervous to each other without making a sound, become a victim of a great misunderstanding on their wedding anniversary. As a result of the mistake, the husband and wife of 5 years decide to kill each other..",2019,104,4.4,Romance,Murat Boz,506
4173,862830,16,Movie,"Dineo is the definition of serial monogamist. She dates to fall in love; she falls in love to get married. But she never gets married. She always ends up being dumped. When she meets Lunga Sibiya, he seems to be the man she's waited her whole life for, a man who shares her values when it comes to love and relationships. Or so she thinks - Until she accidentally finds out that the man she was busy planning her forever with, had been planning his forever with someone else. After a messy breakup with Lunga, her commitment-phobic bestie, Noni, helps Dineo face what she dreads most: life as a single woman. Forced to move out of Lunga's apartment, Dineo seeks refuge with Noni. But letting go of another failed relationship is hard for Dineo. Now at her lowest point, Noni encourages Dineo to enjoy the spoils of singledom. Have fun. Meet new people. Become her own person. It's an intimidating notion for Dineo. She hasn't been single in years. But Noni is happy to be her guide. Together, they take the city night life by storm. But love is a difficult thing to avoid: Noni unexpectedly finds herself falling for an unlikely man and Dineo struggles to sidestep the traps of her romantic flaws. This is further complicated when Lunga realises the mistake he's made and declares his undying love to Dineo, wanting her back. Is Dineo strong enough to honour the new version of herself or will her fear of loneliness have her running back into Lunga's arms?",2020,107,4.4,Romance,Fulu Mugovhani,437
4174,221891,29,Show,"When mythical creatures come to life, it's up to Leo Teodora, Don AndrÃ©s and Alebrije -- super-secret monster hunters -- to save the day",2019,25,7.6,Drama,Annemarie Blanco,506
4178,474263,35,Movie,"Hollywood's finest pay tribute to ""Rowan and Martin's Laugh-In"" for an uncensored and unforgettable celebration at The Dolby Theater.",2019,60,5.2,Comedy,Tiffany Haddish,506
4180,90466,27,Show,"The intimate lives of young men and women from Hong Kong are linked by loosely connected stories about love, lust, separation and deceit.",2019,23,5.7,Romance,Louis Cheung,506
4181,920320,16,Movie,"An intimate journey into the inner life of an aspiring athlete and the female weightlifting community of Alexandria. For 4 years, Zebiba goes through victories and defeats, including major losses that shape her, as she finds her way from dust to gold.",2020,93,7.8,Drama,Captain Ramadan,437
4185,89336,25,Show,"Charlie creates fun stories using different shapes, and he needs your help! Take off for adventures in outer space, the Wild West -- and right at home.",2019,23,7.0,Sci-Fi,Jacob Soley,506
4186,89656,25,Show,"Provoked by the actions of a seemingly sly human, an ancient snake spirit takes on a human form, in order to prove him a fraud. Convinced sheâ€™s doing the world a favor, Bai Su Zhen challenges Xu Xuan to a contest of skill but what starts as a heated rivalry soon turns to burning passion. Faced with opposition from every side, Bai Su Zhen and Xu Xuanâ€™s love is put to the test time and time again.",2019,46,7.4,Romance,Ju Jingyi,506
4187,845942,26,Movie,M'Dear and her sisters struggle to keep their singing act together before a church Christmas pageant while Grandpa teaches the kids a valuable lesson.,2019,29,5.8,Drama,Tia Mowry-Hardrict,506
4188,507191,11,Movie,Mayday LIFE TOUR is linked by four distinct segments and the story is unveiled in â€œYesterdayâ€™s Rumbling Funâ€.,2019,112,6.7,Drama,Ashin,506
4189,958984,9,Movie,"The Hausa feature film is a story of love and the power of dreams in the midst of the violence and terrorism in Nigeria's northeast and is based on eyewitness account. It follows the story of a bright, promising girl, Salma who was held captive by a daring terrorist group along with 245 of her schoolmates. Despite her seemingly hopeless reality, she refuses to give up on her huge dreams. The struggle to regain freedom and realize her dreams leads to unfathomable pains and deaths.",2020,120,6.8,Drama,Madaki Asabe,437
4190,474496,14,Movie,Three friends seek a more entertaining and fiery sex-life with their partners.,2020,100,3.8,Drama,Loretto Bernal,437
4191,466850,41,Movie,"From how social media can ruin relationships to the perils of buying a gift for a woman, comic Ricardo Quevedo dissects life's trials and tribulations.",2019,58,7.3,Drama,Ricardo Quevedo,506
4192,213611,27,Show,"When a blind fortune teller decides to love a confident girl, who doesn't believe in fate, even the horoscope of both will be very strongly, that may cause his fate to be absent...",2019,44,7.3,Romance,Varot Makaduan,506
4193,115973,8,Movie,"Guna is a happy-go-lucky guy who believes the solution to solving issues is not through violence but through compromise.When he is framed for a crime he didn't commit by someone close to him, Guna is left with no choice and forced to the extremes to prove his innocence.",2019,146,6.7,Crime,Kartikeya Gummakonda,506
4196,823459,8,Movie,"Best friends travel though Latin America meeting shamans, experimenting with plant medicines, and wondering about what makes a life well-lived when one of them might have half the time to live it.",2019,84,6.5,Drama,L√©a Moret,506
4197,252695,35,Show,"Celebrity readers share children's books by Black authors to spark kid-friendly conversations about empathy, equality, self-love and antiracism.",2020,7,5.0,Romance,Marley Dias,437
4198,849871,36,Movie,"Juan Pablo, upon learning that he was going to die, thought to steal the mafia and spend every penny in Europe with Javier, his only friend. Thus, these humble employees embark on an expensive and fun journey, with the complicity of Monica their co-worker. Rumba, clandestine fights and a hitman who pursues them, will make them live all kinds of adventures in this crazy trip. What you never imagine is that they would have to answer for the money spent since Juan was not dead, but was partying!",2020,90,5.2,Crime,Ricardo Quevedo,437
4200,896246,34,Movie,"Comedian George Lopez tackles the future and the past of Latinx culture in America, touching on immigration, his tough relatives, aging and much more.",2020,51,5.7,Sci-Fi,George Lopez,437
4201,845607,39,Movie,"Lucky and her friends venture into town on Christmas Eve in an attempt to fulfill their holiday plans. But when distractions lead to delays, they must figure out how to get home in time for Christmas in the middle of a serious snowstorm!",2019,45,5.2,Family,Amber Frank,506
4202,881984,5,Movie,"Determined to make it in showbiz, an aspiring young actor considers turning his back on the beloved Irani cafÃ© run by his family for generations.",2020,111,5.8,Family,Manisha Koirala,437
4203,921416,12,Movie,A hero policeman shunted to a punishment posting as the Dean of the police academy decides to punish the corrupt bureaucracy and its criminal allies in return by training five lethal assassin policemen.,2020,98,5.8,Crime,Bobby Deol,437
4204,452237,24,Movie,"In a dilapidated cyberpunk city plagued by crime and corruption, an unscrupulous District Attorney is savagely murdered and tossed out of a building onto his brand new car. Mysteriously, the District Attorney and his car come back to life as a single being with a thirst for vengeance. The eerie driver-less car embarks on a vicious rampage exacting revenge on the criminals who murdered him. The Car: Road to Revenge is the stylized sequel to the unconventional horror cult classic The Car (1977), and features an homage to the original with the return of Ronny Cox as the Mechanic.",2019,89,4.0,Crime,Grant Bowler,506
4205,851499,18,Movie,"From the Vedas to Vasco de Gama to vacuous Bollywood plotlines, comedian Vir Das celebrates the history of India with his one-of-a-kind perspective.",2020,75,7.7,History,Vir Das,437
4206,813938,24,Movie,"A 2019 stand-up comedy special by comedian Mike Epps, where he tackles sexual misconduct, special education, aging body parts and more.",2019,63,4.7,Comedy,Mike Epps,506
4207,818499,24,Movie,"1965, Malaysia. A small village helps Khalid and Siti prepare for their wedding day. Soon after, a great darkness falls upon the village as a string of horrific deaths and supernatural happenings create widespread fear and paranoia amongst the villagers. The events force a confession from Khalid to a murder of a girl he made pregnant years before, now believed to have returned as a Pontianak. To kill this vengeful vampire, he rallies all the men of the village and sets out into the jungle to hunt her down. But can the village stop her?",2019,92,5.3,Horror,Nur Fazura,506
4208,853485,32,Movie,"This look behind the scenes shows how worldwide camera crews climbed, dived and froze to capture the documentary's groundbreaking night footage.",2020,59,7.8,Documentary,Samira Wiley,437
4211,819016,24,Movie,"The Path of the Anaconda narrates memories and reflections about the jungle, but also the final effort to save the northern Amazon forest from destruction, establishing an ecological corridor that connects the Andes Mountains with the Atlantic Ocean through eight countries. Almost 50 years after shaking hands for the very first time, the writer and explorer Wade Davis, author of the book The River, and anthropologist MartÃ­n Von Hildebrand, who has devoted his life to protecting the Amazon, meet again to carry out a trip up the rivers and paths that were traveled earlier by the legendary botanist Richard Evans Schultes.",2019,73,6.8,Drama,Alessandro Angulo,506
4213,908128,12,Movie,"An ambitious young man, in a small town in Central India, sets up a paan shop to a floundering start. His fortunes start to change dramatically when a family shifts in the house across the road. Hordes of boys start following the teenage girl from the family and set up an ""adda"" at Billu's shop. His business flourishes tremendously but Billu is now more unhappy than ever, as he has fallen for the girl himself!",2020,111,7.0,Family,Jitendra Kumar,437
4214,813634,8,Movie,Dorasani explores the periodic tale of love between a rich lady Devaki and a poor boy Raju.,2019,130,5.8,Romance,Anand Deverakonda,506
4215,477403,14,Movie,"A guy's family wants him to get married but it is harder than he thought. On one hand, his grandmother wants him to get married to a girl of her choice, and on the other, his mother is eager to select a girl for him. On top of that, he is already in love with a girl. His dilemma of being stuck between three women forms the crux of the story.",2019,133,5.0,Drama,Karamjit Anmol,506
4219,813423,32,Movie,"A teenager in Arkansas searches for identity in the headscarf and a motorcycle in the aftermath of her father's imprisonment. Set in 2006, the film explores the results of Arab and Muslim Americans being increasingly detained for ""guilt by association"". The film links the civil rights struggle of Arab/Muslim Americans with that of African Americans through Marjoun's attendance of Central High School. It weaves her story into the lineage of the Little Rock Nine. This film is set also at Magnolia Grove Monastery in Mississippi. This Zen Buddhist monastery has been established in the tradition of the friendship of Dr. Martin Luther King, Jr. and Zen Master Thich Nhat Hanh, bringing together the themes of civil rights movements and interfaith practice. This is an expansion of the short film by the same title, that was an official selection of the Sundance Film Festival.",2019,84,6.8,Drama,Veracity Butcher,506
4220,230973,22,Show,"Twenty years after their debut, join the beloved members of Arashi on a new journey as they showcase their lives, talents and gifts to the world.",2019,31,7.7,Adventure,Satoshi Ohno,506
4221,927033,20,Movie,"When a giant Grippity-Grab snags Grizelda's friendship bracelet and turns her into a mermaid, True heads under the sea with magic wishes to save the day.",2020,23,6.8,Fantasy,Michela Luci,437
4222,830833,34,Movie,"In this documentary, Chelsea Handler explores how white privilege impacts US culture â€“ and the ways itâ€™s benefited her own life and career.",2019,64,4.5,Drama,Chelsea Handler,506
4223,677746,11,Movie,"BOMBAY ROSE is a beautiful hand-painted animation created by award winning animator Gitanjali Rao. Amidst the bustle of a magnetic and multifaceted city, the budding love between two dreamers is tested by duty and religious divides.",2019,97,6.2,Romance,Amit Deondi,506
4224,810873,10,Movie,"When his partner in crime goes missing, a small-time crookâ€™s life is transformed as he dedicates himself to raising the daughter his friend left behind.",2019,140,6.9,Drama,Vinayakan,506
4225,475638,41,Movie,Luccas and Gi forgot about Mother's Day and now they need to find a special present. Get together with the brothers and their freaky babysitter in this new adventure!,2019,75,3.0,Adventure,Luccas Neto,506
4226,437379,15,Movie,"After 16 years in Brooklyn, working three low-paying jobs and sending the bulk of his earnings to his wife and children, undocumented immigrant Felipe decides to return home to his family in Mexico. But when he informs them of his plans, he discovers that they've squandered the money, are deeply in debt and donâ€™t want him to return. They need him to stay in the U.S. and continue to earn.",2019,74,6.5,Family,Felipe Hern√°ndez,506
4231,223098,15,Show,"Four comedians from Brazil joke about sexuality, politics, religion and motherhood - and show that the woman's place is wherever she wants to be.",2019,15,4.7,Comedy,Micheli Machado,506
4233,885948,27,Movie,"Revisiting life goals set in a letter written as a teen to his future self, comedian Kanan Gill reports back on if he's lived up to his own expectations.",2020,72,7.2,Drama,Kanan Gill,437
4235,435836,25,Movie,A story about four children living in a Mumbai slum in India. An eight-year old Kanhu writes a letter to the Prime Minister after a dramatic incident with his mother.,2019,104,6.8,Drama,Anjali Patil,506
4236,812783,23,Movie,"In his second comedy special, Daniel Sosa reflects on his childhood, Mexican traditions and the problem with the movie Coco.",2019,54,6.1,Comedy,Daniel Sosa,506
4237,89679,21,Show,"To carry out her dad's wish and discover her roots, Dai Tian-qing embarks on a journey around Taiwan and finds love and redemption on the way.",2019,84,8.0,Romance,Nicholas Teo,506
4238,1028083,8,Movie,"Red Snow is a dramatic adventure that begins when Dylan, a Gwich'in soldier from the Canadian Arctic, is caught in an ambush in Panjwayi, Afghanistan. His capture and interrogation by a Taliban Commander releases a cache of memories connected to the love and death of his Inuit cousin, Asana, and binds him closer to a Pashtun family as they escape across treacherous landscapes and through a blizzard that becomes their key to survival.",2019,100,4.6,Action,Tantoo Cardinal,506
4239,824566,25,Movie,"In this provocative and personal documentary, director Lina Al Abed searches for traces of her disappeared father: a seemingly ordinary Palestinian family man who was actually a secret member of a militant splinter faction and vanished when she was just a child.",2019,75,7.5,Family,Lina Al Abed,506
4240,813075,16,Movie,"A documentary film about veterans with PTSD who find that, after other treatments fall short, a service dog helps them return to an independent-feeling life.",2019,88,7.3,Drama,Josh Aronson,506
4241,837843,18,Movie,"The extraordinary life of beloved acting teacher and theatre producer Wynn Handman is recalled in this portrait of a provocative, innovative artist.",2019,126,6.6,Drama,Wynn Handman,506
4242,893510,18,Movie,"A drama film directed by Megha Ramaswamy, starring Priyanka Bose, Manu Rishi Chadha and Yashaswini Dayama in the lead roles.",2019,92,5.3,Drama,Sonia Weber,506
4243,996316,20,Movie,Omo Ghetto (Child of the Ghetto) franchise tells the story of twin sisters leading separate lives but are reunited by series of dramatic twists.,2020,110,7.2,Drama,Funke Akindele,437
4244,847630,7,Movie,"Loving girlfriend, family fortune, breakout movie role: he's got it all. Until an app awakens a powerful new yearning. While in Rome to shoot his first movie, actor and industrial heir NiccolÃ² becomes obsessed with the dating app ""US"" that sends him into a self-destructive spiral.",2019,79,2.7,Action,Vincenzo Crea,506
4245,852775,30,Movie,"From the death of romance in marriage to the injustices of modern-day parenting, Amit Tandon shares wisdom and wisecracks as a battle-scarred family guy.",2020,72,7.0,Family,Amit Tandon,437
4246,430120,8,Movie,"Federico Veirojâ€™s fourth feature examines the many, often contradictory layers that make up oneâ€™s persona, in this case, a single dad and acclaimed artist who must learn to balance family with creativity.",2019,75,6.1,Family,Gonzalo Delgado,506
4247,977772,9,Movie,A group of prisoners trapped in a crashed prison bus strive to stay alive when they realize there is a mysterious killer lurking in the shadows.,2020,93,6.7,Mystery,Victor Gatonye,437
4248,981770,25,Movie,"Before the events of S1, Juanquini, El Ã‘ato and Captain GonzÃ¡lez shared one Christmas wish: being courageous enough to change their lives. One mysterious character, El DaÃ±ado, could be the one who makes their dreams come true.",2020,83,3.2,Drama,Antonio Sanint,437
4249,1004219,14,Movie,"This narrates the story of a Young and ambitious employee who tries to work her way to the top, but keeps being de-valued. She decided to take a bold step which ends her in a position she deserves to be and without love for a long time.",2020,105,5.6,Drama,Funke Akindele,437
4251,439365,10,Movie,"It follows the story of Meghna, who gets embroiled in a series of events after her phone gets stolen.",2019,108,4.5,Drama,Radhika Apte,506
4252,683841,20,Movie,A bartender romances a domestic helper despite the fact that she is moving to Canada.,2019,118,7.4,Family,Kathryn Bernardo,506
4254,822272,15,Movie,"Tired of matchmaking by his mother, Ican brings a woman from a dating application and introduces her to Ros. Their family relations are warmed thanks to Arini and Ican starts to like her.",2019,92,7.0,Family,Adipati Dolken,506
4255,467735,33,Movie,"A Pregnant Liss Pereira shares hilariously uncomfortable truths about sex, love, attraction and the lies we tell in modern relationships.",2019,59,6.4,Romance,Liss Pereira,506
4256,832684,37,Movie,The band Los Tigres del Norte visit both the male and female inmates of Folsom Prison. Inmates share their stories and how the music of Los Tigres del Norte speaks to them.,2019,64,7.0,Music,Tom Donahue,506
4259,373655,19,Movie,"Peter who tries to find his place in the world of classical Indian music embarks on a journey that helps him evolve personally, spiritually and musically.",2019,133,7.6,Music,G. V. Prakash Kumar,506
4260,452578,34,Movie,"Viral video star Miranda Sings and her real-world alter ego Colleen Ballinger share the stage in a special packed with music, comedy and ""magichinry.""",2019,61,5.5,Comedy,Colleen Ballinger,506
4261,840208,31,Movie,"Comedian Jeff Garlin (unintentionally) celebrates his 37th year of stand-up and shares his learnings on love, loss, success and food addiction.",2019,58,5.9,Romance,Jeff Garlin,506
4264,819841,20,Movie,A frustrated architect finds solace with a deaf-mute neighbor. But their relationship is faced with challenges as miscommunications kicked in.,2019,102,7.9,Romance,Maine Mendoza,506
4265,215166,5,Show,"Kusano has a bright future with his fancy university degree and new job. yet, it is not to be. The blood sucking financial giant which he works at goes broke and leaves him on the pavement. When it rains it pours and his father becomes ill and needs care and money. He also has his own debts. Needing cash, he searches for and finds a job rather quickly. The job, however, is illegitimate and involves undesirable activity. What is a man to do?",2019,24,6.4,Horror,Yosuke Sugino,506
4267,464509,5,Movie,"As his children plot his death to claim their inheritance, an aging patriarch leaves home, befriending a spunky boy who adds direction to his life.",2019,119,8.5,Drama,Mu Ramaswamy,506
4268,912399,10,Movie,"Activists around the world fight injustice and drive social change in this documentary that follows their participation in the music video ""SolidaritÃ©.""",2020,86,4.6,Music,St√©phane de Freitas,437
4269,835958,44,Movie,"Quebecois comedy star Martin Matte serves up embarrassing personal stories, a solution for social media trolls and more in this unpredictable special.",2019,61,6.5,Comedy,Martin Matte,506
4271,947446,13,Movie,"On an emotional journey in Morocco, an entrepreneur pieces together the turbulent life of his estranged mother and meets her adopted daughter.",2020,105,4.9,Drama,Jelson Bay,437
4272,984935,37,Movie,"Rhys Nicholson flexes his biting humor as he discusses horse tranquilizers, angry letters from viewers, and more in this stand-up special.",2020,65,7.6,Comedy,Rhys Nicholson,437
4273,1026240,40,Movie,"When the world had to stay home, they brought their concert online. Immersive, candy-sweet and cutting edge, Warp into it.",2020,53,6.5,Family,Ayaka Nishiwaki,437
4275,373452,29,Movie,Two wily online scammers mend their fraudulent ways after meeting the girls of their dreams â€” until a deceitful discovery throws their world for a loop.,2020,162,7.7,Adventure,Dulquer Salmaan,437
4276,45322,14,Show,"A story about the naivety of young love, the pureness, and beauty of friendship and the warmth of family surrounding a group of friends. Su Can Can loves learning about literary works. In her adolescence, she meets her best friends....",2019,36,8.1,Drama,Li Jiaqi,506
4277,222512,17,Show,"On this fun and funny competition show, home bakers talented in catastrophe struggle to re-create dessert masterpieces and win a 5,000 euro prize.",2019,34,6.4,Comedy,No√©mie Honiat,506
4278,929614,19,Movie,Go backstage with beloved rap superstar Gims in the year leading up to his major 2019 Stade de France performance in this up-close documentary.,2020,96,6.8,Documentary,Gims,437
4279,223121,15,Show,"Living under the same roof, a group of unabashed friends wrestle with everyday issues from financial woes and shared quarters to romantic misfires.",2019,40,6.8,Romance,Few Vayu Kessuvit,506
4280,854261,17,Movie,"A resilient housewife, her husband and their marriage therapist become mired in a toxic love triangle and a plot to obtain an antique manuscript.",2020,112,3.7,Romance,Demet Akbaƒü,437
4281,937044,28,Movie,"Go backstage with French rap duo Bigflo & Oli in this intimate music documentary, then join the superstar siblings as they embark on a major tour.",2020,100,6.7,Documentary,Florian Ordonez,437
4282,435327,15,Movie,"Eight years ago, 14 year old May was raped by a group of men. Mayâ€™s father is devastated, blaming himself for not being able to keep his daughter safe. Traumatized significantly by this incident, May withdraws completely from life.",2019,112,8.1,Drama,Raihaanun,506
4284,834715,23,Movie,An emotionally unstable murder suspect explains the modus operandi behind the crimes he had committed to a few cops which helps in unfolding some intriguing revelation.,2019,120,8.4,Crime,R. Parthiban,506
4285,223115,20,Show,"A quirky fashion student becomes the nanny of a handsome widowerâ€™s three kids, experiencing a series of silly antics and schemes.",2019,56,7.8,Comedy,Vill Wannarot Sonthichai,506
4286,814652,9,Movie,"The life of Padma Shri winner Chintakindi Mallesham, who invented the ASU machine that processes yarn for sarees mechanically, is being recreated in this biopic.",2019,131,8.3,Drama,Priyadarshi Pullikonda,506
4287,835445,23,Movie,"Embracing his belief that comedy is the last raw form of expression, Deon Cole explains the right time to thank Jesus and the wrong time to say ""welp.""",2019,69,6.9,Comedy,Deon Cole,506
4288,461427,5,Movie,"On India's Independence Day, a zany mishap in a Mumbai chawl disrupts a young love story while compelling the residents to unite in aid of a little boy.",2019,124,5.8,Romance,Rahul Pethe,506
4289,815438,15,Movie,"In the context of a romantic comic, Omar marries his beloved Nessma despite her father's strong rejection of the matter, and after the wedding ceremony ends, if the unidentified men assault the bride's car, Omar asked his wife to escape, and during her escape, a car accident occurs, and she is transferred to the hospital, and after she wakes up From the coma, she is severely traumatized, and refuses to see her husband Omar because she does not feel safe with him, so Omar has to go to a psychiatrist to help him solve the problem",2019,95,5.5,Action,Ramez Galal,506
4290,468811,14,Movie,"A music shop owner falls in love with a girl from a circus troupe that visits his village, but caste and class stand in the way.",2019,135,7.4,Romance,Shweta Tripathi,506
4292,929630,28,Movie,"As her Christmas Eve wedding draws near, Jennifer is visited by an angel and shown what could have been if she hadn't denied her true feelings for her childhood best friend.",2020,88,5.3,Family,Nia Fairweather,437
4293,1005937,14,Movie,Two cops must contend with the uncooperative tenants of an apartment complex as they try to solve a murder before the crime scene is wiped clean.,2020,104,3.3,Crime,Blossom Chukwujekwu,437
4294,831934,12,Movie,"Bem is the ultimate guy. With good looks, sweet mouth and with an intellect that can only be rivaled by his humour. When Bem is approached by an old friend, Wole Baba, about a job, his first thought is to walk away as he fears the heat that will come with such job. The job is simple enough; there is a stack of forty-two million dollars hidden away in an apartment owned by an unknown politician. If Bem can move the money, he can keep it but for a large chunk that goes to his contact as finder's fee. But when the dangerous man he duped earlier threatens his life, he decides to give it a shot. He reunites with his former partner, Jerome, who left the game after marriage and they both start to plan what could possibly be the greatest heist the country has ever witnessed. After several impossible suggestions, Bem and Jerome come up with a dicey plan. They start to navigate the several problems they could encounter and what was supposed to be a two man job turned to a six man job with every single one of them having an ulterior motive of being on the job.",2019,94,5.5,Drama,Toyin Abraham,506
4295,830151,30,Movie,"Three siblings live in happy-looking families, but one of them changes and gets warned by his parents, prompting the rebellion of the three siblings which led to the discovery of the secrets and great trauma in their families.",2020,121,7.4,Adventure,Rachel Amanda,437
4296,222802,37,Show,"A story that follows Wang Lu, a young genius, who enters the Spirit Blade Sect and embarks on an unconventional journey towards immortal cultivation. The Spirit Blade Sect was established in the year 4233. Through years of producing martial arts prodigies, it has been hailed as one of the five great sects. As the nine continents face a crisis, a genius by the name of Wang Lu joins the Spirit Blade Sect and comes under the tutelage Wang Wu. Despite Wang Wu's beauty, she is hundreds of years in age. Famous for having a sharp tongue and an erratic temper, she and her disciple Wang Lu engage in endless squabbles while trudging on a path to becoming the strongest sage in all the lands.  Adapted from the manga ""Spirit Blade Mountain"" written by Xian Man Dong Man.",2019,45,7.5,Adventure,Xu Kai,506
4298,237487,20,Show,"Through the magic of the Story Spinner, True and her friends create their own versions of Pinocchio, Little Red Riding Hood and other classic tales.",2020,8,5.7,Drama,Michela Luci,437
4299,975616,32,Movie,"Genuine connections between children and nature can revolutionize our future. But is this discovery still possible in the world's major urban centers? The new chapter of ""The Beginning of Life"" reveals the transformative power of this concept.",2020,92,8.1,Drama,Renata Terra,437
4300,87599,22,Show,"Ph.D. candidate in Physics Mu Cheng He catches a third-year student in English Xue Tong cheating on an exam. When he even becomes the substitute teacher in her elective course Russian and makes her study with him after classes, her hatred for him only grows. Over time, however, Xue Tong discovers Teacher Muâ€™s true character and comes to secretly love him.",2019,58,7.3,Drama,Zhang Chao,506
4302,268648,24,Show,"In this intimate documentary, Brazilian pop queen Anitta opens up about fame, family and her fierce work ethic, revealing the woman behind the hits.",2020,29,6.8,Documentary,Anitta,437
4304,938434,18,Movie,"After falling for a guest, an unsuspecting hotel staff becomes embroiled in a hostage scheme and discovers true love in an unlikely place.",2020,101,4.2,Romance,Hairul Azreen,437
4305,466854,9,Movie,A young man struggles for justice for the victims who are affected by the chemical plant leakage which lead to many deaths in the village.,2019,119,7.1,Crime,Vijay Kumar,506
4306,472999,15,Movie,"Guddiyan Patole is a Punjabi movie starring Sonam Bajwa, Gurnam Bhullar and Nirmal Rishi in prominent roles. It is a drama directed by Vijay Kumar Arora, with Jagdeep Sidhu as writer, forming part of the crew.",2019,127,7.0,Drama,Gurnam Bhullar,506
4307,469510,37,Movie,"Albert Pinto Ko Gussa Kyun Aata Hai?Â (2019)  Albert Pinto goes missing one day and his girlfriend and family start making rounds at the police station to track him down. Unknown to them, he is on his way to Goa to carry out his first assignment as a hitman.",2019,82,5.5,Mystery,Manav Kaul,506
4308,924556,20,Movie,"When his unlucky horoscope doesn't bode well for his future wife, an earnest bachelor goes to surprising lengths to get the family he's always wanted. Will the stars align?",2020,110,4.7,Sci-Fi,Jacob Gregory,437
4309,268997,12,Show,Strange occurrences afflict a group of people after they purchase items on a shopping website from the future.,2020,40,6.4,Sci-Fi,Bebe Du Yan,437
4310,221472,9,Show,"Its events revolve around ""Noor Abdul Majeed"", famous for Valentino, who owns international schools he and his wife ,but there are some differences between them throughout the series, and from here begins the adventure and surprises .",2020,39,5.2,Adventure,Adel Emam,437
4313,474618,22,Movie,"Two countries, two restaurants, one vision. At Gabriela CÃ¡mara's acclaimed Contramar in Mexico City, the welcoming, uniformed waiters are as beloved by diners as the menu featuring fresh, local seafood caught within 24 hours. The entire staff sees themselves as part of an extended family. Meanwhile at Cala in San Francisco, CÃ¡mara hires staff from different backgrounds and cultures, including ex-felons and ex-addicts, who view the work as an important opportunity to grow as individuals. A Tale of Two Kitchens explores the ways in which a restaurant can serve as a place of both dignity and community.",2019,29,6.5,Family,Gabriela C√°mara,506
4314,675214,18,Movie,"'Mokalik' follows the career of an 11-year-old boy, Ponmile, from the middle-class suburbs who spends the day as a lowly apprentice at a mechanic workshop in order to view life from the other side of the tracks - When his father arrives to take him home; Ponmile has to make up his mind if he wants to return to school or take on his apprenticeship full time.",2019,100,6.2,Drama,Femi Adebayo,506
4315,453994,44,Movie,"When Ãila encounters a young Indigenous woman, barefoot and crying in the rain on the side of a busy street, she soon discovers that this young woman, Rosie, has just escaped a violent assault at the hands of her boyfriend. Ãila decides to bring Rosie home with her and over the course of the evening, the two navigate the aftermath of this traumatic event.",2019,105,7.0,Action,Violet Nelson,506
4316,677904,16,Movie,"2 Weeks in Lagos is a turbulent and thrilling journey into the lives of Ejikeme and Lola. Their lives collide when Ejikeme, an investment banker, comes home from the United States with Lola's brother Charlie to invest in Nigerian businesses. 2 Weeks in Lagos captures the excitement, vibrancy, and complexity of everyday life in Lagos, a dynamic city where anything is possible in 2 weeks.",2019,107,6.6,Drama,Beverly Naya,506
4317,476708,17,Movie,"Children who play constantly with their phones now seem to have forgotten to play on the street. At the insistence of new friends, children decide to play in the park again to end this course. But there is a problem: Bad Kazim sitting in the house next to the park. What is the secret of the evil Kazim who scares everyone who comes to the park? Will the children be able to take the park back from Kazim?",2019,103,5.7,Horror,Selim Bayraktar,506
4318,235689,12,Show,Megastar Jay Chou joins his A-list friends in this globe-trotting variety show packed with music and magic tricks.,2020,64,4.9,Fantasy,Jay Chou,437
4319,935941,28,Movie,"Worlds collide when Henry makes plans to spend Saturday on the sofa watching a ""Gross Class Zero"" marathon Ã¢â‚¬â€ and his favorite characters come to life!",2020,61,6.1,Drama,Sue Elliott-Nichols,437
4320,834653,27,Movie,"An unwavering young warrior's determination to save women and children abducted by pirates, leads him to his sweetheart and to confront a brutal tyrant and his devious sorcerer.",2019,97,5.9,Romance,Medhat Saleh,506
4321,818239,7,Movie,"A story of a North-east Indian football player who's fighting day and night with the society in order to achieve his dreams. The film covers all kinds of layers in one single film from negative backlashes, social pressures to a complete change over in one's life.",2019,128,5.3,Drama,Kay Kay Menon,506
4322,820338,16,Movie,An idealistic cop joins an underground police unit and battles ghoulish forces threatening the balance between the human and the supernatural realms.,2019,94,5.6,Horror,Roy Chiu,506
4323,675154,6,Movie,"Malaal is the story of Shiva and Astha, two very different people from contrasting backgrounds who experience the innocence of love. Does their love find its destination or do they part ways? Stay on this journey to find out.",2019,136,5.9,Drama,Meezaan Jafri,506
4324,679270,19,Movie,"Hari and Harathi are in love, but Harathi's father won't agree to their relationship because of their caste differences.",2019,133,7.2,Romance,Rakesh Varre,506
